logFC	AveExpr	t	P.Value	adj.P.Val	B	Significance	ID
TNFRSF17	1.16559191274542	-0.933504670073584	6.44530590892084	1.80334034951217e-10	4.27066376758681e-10	13.168243584999	Upregulated	TNFRSF17
REEP4	0.387935495804201	4.67365770149952	6.57371887176169	7.94653216140857e-11	1.91800914142561e-10	13.1657552201814	Not Significant	REEP4
UBA52	0.327835245480697	8.70101780841816	6.5889868344079	7.2020104621371e-11	1.74365076976393e-10	13.1644479841836	Not Significant	UBA52
TMEM182	0.347425540476428	2.25921309214166	6.50912119818758	1.20220866652906e-10	2.87619199359662e-10	13.1537014098869	Not Significant	TMEM182
TPSD1	-1.5910609217659	-1.74676467467821	-6.4230516590235	2.07553810415189e-10	4.89128937251478e-10	13.145380689574	Downregulated	TPSD1
SIRT1	-0.289350711244752	5.10747091048574	-6.57667133775045	7.79691147463507e-11	1.88311076393195e-10	13.1418547914273	Not Significant	SIRT1
ATP5SL	-0.208645641342726	5.31628498597438	-6.57931152980281	7.66545483214859e-11	1.852409419042e-10	13.1387766525829	Not Significant	ATP5SL
SCGB2A1	-1.72212778545635	0.884910882897277	-6.4685365262991	1.55649891742451e-10	3.70073380414499e-10	13.1317471049364	Downregulated	SCGB2A1
TREM2	-0.498785631238295	3.98618723083554	-6.55031945052334	9.23607298611387e-11	2.22137721971985e-10	13.1303100471864	Not Significant	TREM2
MRPL43	-0.263736777434173	5.69698568532237	-6.58023274066201	7.62010003057352e-11	1.84219087639467e-10	13.1182406026429	Not Significant	MRPL43
ANKRD12	-0.346810908349896	5.85053787895227	-6.57886520359387	7.6875241840135e-11	1.85729095176965e-10	13.1006823182449	Not Significant	ANKRD12
KATNB1	0.311284645239851	4.14272489307395	6.55138663907902	9.17303768590806e-11	2.20692581650837e-10	13.0979000509948	Not Significant	KATNB1
WDR92	0.182339571116962	3.76361295623449	6.53925890275569	9.91487757475057e-11	2.38004767700548e-10	13.0857594058958	Not Significant	WDR92
CBLN2	-1.89015256438042	-0.89928974258195	-6.42729371843381	2.02072485292245e-10	4.76650667854017e-10	13.0850844417512	Downregulated	CBLN2
IL7	0.655864155955351	-0.337622859563774	6.43950362676004	1.87074111496138e-10	4.42305630942163e-10	13.0844143413513	Not Significant	IL7
IDS	-0.293427983151975	7.27298023173333	-6.58016850371976	7.62325412293149e-11	1.84265575674928e-10	13.0799520220129	Not Significant	IDS
MICALL2	-0.43311303433928	4.41729797883709	-6.5502606989173	9.23955554020744e-11	2.22185777265882e-10	13.0617749852282	Not Significant	MICALL2
NOTCH4	-0.391494002254192	4.38302603245303	-6.5488441704193	9.32391184766204e-11	2.24142288184963e-10	13.0531210477678	Not Significant	NOTCH4
TBX6	-0.519744653153188	0.70418099773655	-6.451263976384	1.73660386148076e-10	4.11652676509068e-10	13.0354646605098	Not Significant	TBX6
LPHN2	0.554695868502113	4.79537866778286	6.55552573190131	8.9325161949502e-11	2.15044185121151e-10	13.0340537326575	Not Significant	LPHN2
TMEM139	1.06140937411614	2.38794886771799	6.49476540140675	1.31742824333707e-10	3.14330440268227e-10	13.0307710750816	Upregulated	TMEM139
CSTF3	0.225881740868481	5.30318734501353	6.56229057532011	8.5526441687876e-11	2.06131119604258e-10	13.0294293349656	Not Significant	CSTF3
TMEM136	-0.327417557207538	2.90836748531067	-6.50430612658776	1.23970963781546e-10	2.96354163059959e-10	13.0229133780823	Not Significant	TMEM136
EFNA3	0.677997628509832	4.15303446105213	6.53830846273307	9.975436206191e-11	2.39228254603526e-10	13.0153565320043	Not Significant	EFNA3
CXCR5	0.942381831124891	-0.446117679393441	6.42615209976893	2.03533525849423e-10	4.79881266759343e-10	13.0120240135383	Not Significant	CXCR5
PIP4K2C	-0.28912112581897	6.37662382693636	-6.56642137013493	8.32851215756644e-11	2.00826230807632e-10	13.00150883653	Not Significant	PIP4K2C
ZSCAN18	-0.60422603434932	5.4093537069634	-6.55752099002313	8.81878918666087e-11	2.12442970797929e-10	12.9985929171714	Not Significant	ZSCAN18
ASB9	0.614977777169083	0.532216736465226	6.44265247800574	1.83386312862464e-10	4.33882855613737e-10	12.9944547851303	Not Significant	ASB9
RG9MTD1	0.250723528124658	5.03341472579232	6.55144436214503	9.16964021073785e-11	2.20646310344234e-10	12.9873399502013	Not Significant	RG9MTD1
PLCD3	-0.523968665888106	4.59574372264224	-6.54233298688389	9.72146256093332e-11	2.3343675621609e-10	12.9841388185229	Not Significant	PLCD3
DECR2	-0.442104002666767	4.43669965969424	-6.53631693434529	1.0103506089331e-10	2.4226077481419e-10	12.9720169969813	Not Significant	DECR2
GLDC	1.42338553752331	-0.314561118029195	6.42136662368109	2.09771244662157e-10	4.94276797679235e-10	12.9638663451318	Upregulated	GLDC
TNS1	-0.428771892852849	7.08721978639298	-6.56026202322927	8.66486298266659e-11	2.08802132122961e-10	12.9546274146811	Not Significant	TNS1
C17orf57	-0.583620850908163	0.382792819460368	-6.42986355234403	1.98821064638542e-10	4.69361967578085e-10	12.9470293980303	Not Significant	C17orf57
IFT74	-0.347326959048652	4.18838100358091	-6.52715217062627	1.07139208883387e-10	2.56691618273995e-10	12.9460571948887	Not Significant	IFT74
ABCA11P	-0.340222421254121	2.38039580436045	-6.47628014281978	1.48181583489949e-10	3.52765032621928e-10	12.9354153711278	Not Significant	ABCA11P
ZNF627	-0.263633785839113	4.78786865364738	-6.53835424860963	9.97251060924212e-11	2.39196420334178e-10	12.9351573890266	Not Significant	ZNF627
WDR11	-0.271847539776419	5.70921159083251	-6.55081422095709	9.20679596980451e-11	2.21469166313186e-10	12.9313256938832	Not Significant	WDR11
FCRLA	1.05863831812878	-0.694802893943565	6.40620638242398	2.30792411397364e-10	5.4244190034302e-10	12.9137974420605	Upregulated	FCRLA
COMT	0.38536269312357	6.43560110809702	6.55270858542804	9.09553857181800e-11	2.1889841743753e-10	12.9123812957569	Not Significant	COMT
ZNF853	-0.540094452043824	3.23346022086664	-6.49628792203502	1.30471358579365e-10	3.11495425722979e-10	12.9094914620804	Not Significant	ZNF853
PSTPIP1	0.743411011368947	1.42179170821993	6.44996833145401	1.75090760377051e-10	4.14977578869884e-10	12.9066771883455	Not Significant	PSTPIP1
ZNF300	0.683890445477858	1.61250445003888	6.45391641159243	1.70767708805085e-10	4.04988163157298e-10	12.9027709311951	Not Significant	ZNF300
KPNA3	0.270837734740523	5.68299577450558	6.54609439852255	9.489823058588e-11	2.28020840773618e-10	12.9006377090651	Not Significant	KPNA3
LOC729375	-0.495387495043414	1.30257239228095	-6.44374826167338	1.82119738875682e-10	4.31090642377405e-10	12.8970624807375	Not Significant	LOC729375
CASP9	-0.22867013493143	3.86553179623885	-6.51103438541096	1.18761858159836e-10	2.84264949796619e-10	12.8961986103798	Not Significant	CASP9
PIGO	-0.294734091605967	5.77141816341725	-6.54504156171282	9.55410974376807e-11	2.2945500727692e-10	12.8927431451342	Not Significant	PIGO
VPS11	-0.212331720053293	5.69160756686058	-6.54197593511554	9.74373648195554e-11	2.33934077519135e-10	12.8768922113872	Not Significant	VPS11
CTSZ	0.36185716466249	7.8985170879164	6.5463239704985	9.47586164120283e-11	2.27721935105785e-10	12.8761484834099	Not Significant	CTSZ
CD302	-0.443385538337483	5.14423072740547	-6.53254785386628	1.03503070010009e-10	2.48059319269785e-10	12.8650534341666	Not Significant	CD302
PRCC	0.247503744424923	6.65859650777259	6.54581010427911	9.50714032796822e-11	2.28363616255337e-10	12.8648642089692	Not Significant	PRCC
CSDC2	-0.91739662267091	0.346009887204129	-6.41596703868879	2.17034139565573e-10	5.11068276727176e-10	12.8555935255566	Not Significant	CSDC2
KCNE3	0.361730905233994	2.46706835967248	6.46621634880469	1.57958436658331e-10	3.75204558239206e-10	12.8501296168415	Not Significant	KCNE3
IL17RE	0.767275167014439	3.6038886843422	6.49678104762414	1.30062127682165e-10	3.10567942727978e-10	12.8463464671725	Not Significant	IL17RE
NCF1B	0.653303510059817	-0.0694677554887769	6.40541003203199	2.31951836135181e-10	5.45081352085925e-10	12.845931329501	Not Significant	NCF1B
PGRMC2	-0.280905392044257	6.65271058391364	-6.53888341118776	9.93875941569194e-11	2.3850154268825e-10	12.8229588973534	Not Significant	PGRMC2
PDCD10	0.252817205801114	5.39784421481014	6.52971367050007	1.05397690313166e-10	2.525595950876e-10	12.8185994232795	Not Significant	PDCD10
WDR45L	0.287120322731268	6.86637272565916	6.53869949702208	9.95047717951179e-11	2.38706190007618e-10	12.8184471518804	Not Significant	WDR45L
ALDH1L2	0.608299011523149	3.99678898340411	6.50332417766764	1.24749668351609e-10	2.98168043152113e-10	12.8125523152921	Not Significant	ALDH1L2
SRRM1	0.204487504255993	6.52493647187422	6.53604931183956	1.01208384174187e-10	2.42637495744842e-10	12.8057549634885	Not Significant	SRRM1
DOM3Z	0.316382493911962	3.91048656076786	6.49801818699697	1.29040982936006e-10	3.08227959081264e-10	12.8037661774105	Not Significant	DOM3Z
SLC11A1	0.588927556235483	2.2837970681412	6.45292163974063	1.71847012782098e-10	4.07418697973967e-10	12.8031612323881	Not Significant	SLC11A1
AASS	-0.499165632358799	3.10524069399062	-6.4746818904059	1.49693715595872e-10	3.56251525095152e-10	12.7995294229149	Not Significant	AASS
KIAA1462	-0.426729618088022	5.42511941529158	-6.52449243289832	1.08977327438788e-10	2.6101194747581e-10	12.7864159899423	Not Significant	KIAA1462
AKAP7	0.364657765371074	2.57263917773914	6.45673540849532	1.67745070357868e-10	3.98008951814555e-10	12.7773991440252	Not Significant	AKAP7
ZBTB7C	-0.858176534224273	4.10029660418876	-6.49534222644019	1.31259693726256e-10	3.13227652423608e-10	12.7669532134297	Not Significant	ZBTB7C
HNRNPUL1	0.194352800928991	8.29833166551011	6.52569763021524	1.08140633563999e-10	2.59049433827204e-10	12.7564326804335	Not Significant	HNRNPUL1
NOD1	0.28898500775939	3.87950777448852	6.48978835344394	1.35984392764128e-10	3.24243811773252e-10	12.7550110329288	Not Significant	NOD1
MIF4GD	-0.315226243534433	4.65331855335964	-6.50609350130845	1.22565735668109e-10	2.93088570976928e-10	12.7516550339051	Not Significant	MIF4GD
CXorf40B	-0.316397981619429	5.08503201667683	-6.51115740634672	1.18668637071434e-10	2.84087250647496e-10	12.7342512514153	Not Significant	CXorf40B
CLIC1	0.246851362763906	8.37857288100298	6.52168584735166	1.10950407173315e-10	2.65695159066081e-10	12.7327596808287	Not Significant	CLIC1
RBMX2	0.235032393087044	4.53594260869111	6.50167106156148	1.26071450444159e-10	3.01231066219306e-10	12.7324801781983	Not Significant	RBMX2
TEC	0.421708989199842	0.706205925024295	6.40280689815903	2.35781692957811e-10	5.53820558458814e-10	12.7251055377921	Not Significant	TEC
RRS1	0.423396992069575	4.91413283606924	6.50721846480923	1.21689301075897e-10	2.91085786991041e-10	12.7226858301818	Not Significant	RRS1
NFATC3	0.260837664883335	5.19827634193125	6.51015269643585	1.19432073402032e-10	2.85777752615222e-10	12.711691900772	Not Significant	NFATC3
PLN	-0.711415269219157	1.45621975709981	-6.41370680663156	2.20146868188285e-10	5.1807204027894e-10	12.6920095717946	Not Significant	PLN
DERL3	0.667712590652983	3.55597801319133	6.47180637425708	1.52452406199633e-10	3.62643859438955e-10	12.6893651550003	Not Significant	DERL3
TRIM6	-0.568423986819649	2.6584436926827	-6.44363370886397	1.82251744361217e-10	4.31334892133828e-10	12.6886046910389	Not Significant	TRIM6
FAM92A1	0.558630652470519	2.16916596780828	6.42948531533831	1.99296387208151e-10	4.70409876572213e-10	12.6688393469719	Not Significant	FAM92A1
KLHL11	-0.686766766994185	1.42813766892525	-6.40637341248827	2.30549948771347e-10	5.41957135740655e-10	12.6545203209447	Not Significant	KLHL11
HSP90AB1	0.299393939802124	10.7585207821287	6.49614457466204	1.30590554745312e-10	3.11730276375292e-10	12.6441625928369	Not Significant	HSP90AB1
ARMC5	-0.355640168201333	4.01749257695593	-6.47271434569159	1.51575991669799e-10	3.60673746792033e-10	12.6378548611386	Not Significant	ARMC5
HERC1	-0.342446555060416	6.30383948955193	-6.50206320831397	1.25756666780815e-10	3.00526909102419e-10	12.6003960280383	Not Significant	HERC1
MUL1	-0.203420086471944	5.22531910386291	-6.49066186526894	1.35230413549714e-10	3.22497386806654e-10	12.5924501516787	Not Significant	MUL1
ZC3HC1	0.214082365040241	4.18516512402516	6.46689048810098	1.57284245621538e-10	3.73781089904344e-10	12.5655763462728	Not Significant	ZC3HC1
HOXB13	2.10601472320229	-1.6095005771424	6.32906405309428	3.74055867985813e-10	8.67959767184556e-10	12.5416435376885	Upregulated	HOXB13
PSMD1	0.216479634099788	7.02478399838732	6.49423250404815	1.32190709089057e-10	3.15348795495045e-10	12.5401388823831	Not Significant	PSMD1
ACAA2	0.341360077774603	5.60242934242105	6.48741238620849	1.38056107964892e-10	3.29078797246464e-10	12.5385404440642	Not Significant	ACAA2
PDE5A	-0.682551225149718	4.17517685525936	-6.46133584281081	1.62924385624681e-10	3.86877563008822e-10	12.5376309075571	Not Significant	PDE5A
YIPF2	0.295067904750849	5.83787443321956	6.48871709397523	1.36914678572666e-10	3.26410002261405e-10	12.5348243100246	Not Significant	YIPF2
ZNF367	0.470911073714536	3.31067124247476	6.43824799262264	1.88564806870919e-10	4.45712170631246e-10	12.5309559642307	Not Significant	ZNF367
AFG3L1	0.316757427757647	3.46659110283835	6.44223622694656	1.83869696873056e-10	4.34957760881782e-10	12.5296166339349	Not Significant	AFG3L1
KHDC1	0.684398719853578	-0.108639786497184	6.35255729118296	3.23076208397208e-10	7.53190282099846e-10	12.5247709823745	Not Significant	KHDC1
HMCN1	-0.760092024801604	4.72322728573245	-6.47078127822334	1.53447835650154e-10	3.64953719398673e-10	12.523019582143	Not Significant	HMCN1
CDK19	0.38822225931805	5.28289029099066	6.48087181947915	1.439200127163e-10	3.4267432871856e-10	12.5222521080519	Not Significant	CDK19
PCDHA4	-1.27394115964719	0.488311136410659	-6.36150679058902	3.05499747995558e-10	7.13436531167034e-10	12.5197267509071	Downregulated	PCDHA4
FAM160A1	0.516823536044234	2.53368073216095	6.41387840115409	2.19909028928013e-10	5.17593715358636e-10	12.5176056802444	Not Significant	FAM160A1
TTYH2	0.456002671596525	2.78481289799164	6.41982921821346	2.11814614321358e-10	4.99012959632891e-10	12.508961006085	Not Significant	TTYH2
TCTA	-0.318634019227311	5.71369665974156	-6.48269350974162	1.42262730131031e-10	3.38836136516731e-10	12.508667418291	Not Significant	TCTA
ZNF521	0.595070943946146	4.24712147058955	6.45984709756065	1.64469375909339e-10	3.90422386873129e-10	12.5045089859286	Not Significant	ZNF521
DLX4	0.836411226854926	-0.314805562355748	6.34529133202345	3.38070232950907e-10	7.87165086586221e-10	12.5031499155225	Not Significant	DLX4
GOLPH3L	-0.361613148474829	6.21513729165337	-6.48410337188376	1.4099294403695e-10	3.35865254400928e-10	12.4918996305943	Not Significant	GOLPH3L
NOLC1	0.25853716910551	7.19704804509842	6.48583548689254	1.39448101455392e-10	3.32343906764786e-10	12.4886126059452	Not Significant	NOLC1
PSMD4	0.29797375314519	7.46454931701829	6.48469830099945	1.40460458036407e-10	3.34703339504999e-10	12.4838655135516	Not Significant	PSMD4
LTBP3	-0.39683450497265	6.86995297685339	-6.48428796001251	1.40827519016157e-10	3.35524590435342e-10	12.4798295251907	Not Significant	LTBP3
FBXL18	0.39905484968165	4.29679824916014	6.45473198249635	1.69887784717044e-10	4.03029081290221e-10	12.4748360595616	Not Significant	FBXL18
GALNTL2	-0.754861243565642	2.68727268599534	-6.40745080155358	2.28991975991687e-10	5.38463928463092e-10	12.4614667584195	Not Significant	GALNTL2
LOC338799	-0.47136977039193	3.45882487258025	-6.42867637586216	2.00316699385429e-10	4.72669090288777e-10	12.460646755243	Not Significant	LOC338799
FAM3A	0.344384114517394	5.05494688474375	6.46654097418894	1.57633434060341e-10	3.74501830074293e-10	12.4560120490837	Not Significant	FAM3A
LOH3CR2A	-0.514104618147346	0.691162714923112	-6.35758584761693	3.1308211319746e-10	7.30801620122642e-10	12.4555355068545	Not Significant	LOH3CR2A
ADH1B	-2.00733526635137	2.49077852160366	-6.40026294684447	2.39584215671057e-10	5.62399146165106e-10	12.45257056785	Downregulated	ADH1B
THRSP	-1.355104756317	1.72961488615398	-6.37813977329037	2.75283170730074e-10	6.44278845397501e-10	12.4457246244345	Downregulated	THRSP
DLG2	-0.67860082396255	0.431484083305651	-6.34922997517644	3.29859950744469e-10	7.68526445017508e-10	12.4433137991867	Not Significant	DLG2
DENND5B	-0.498918490614571	3.50132829913655	-6.4272251701051	2.02159922939678e-10	4.7671775116404e-10	12.4419226277148	Not Significant	DENND5B
DSN1	0.33661739013758	4.78485058361896	6.45797514089015	1.66432415555837e-10	3.95019658043802e-10	12.4301491563363	Not Significant	DSN1
MRPL33	0.235829394603383	4.59435627397382	6.45375287428066	1.70944686180198e-10	4.05343649882608e-10	12.428659019013	Not Significant	MRPL33
DLGAP4	0.227800389710621	6.76705158339971	6.47569419398669	1.48734215229018e-10	3.54024331954948e-10	12.4259924774632	Not Significant	DLGAP4
DHRS7	-0.347670180757288	6.2747912016184	-6.47260791223421	1.51678470305247e-10	3.60860223344244e-10	12.4190042429374	Not Significant	DHRS7
LACTB2	0.376496056547393	3.70717862675974	6.42858824869212	2.00428162073223e-10	4.72857550717201e-10	12.4098090227527	Not Significant	LACTB2
PCDH7	-0.653411061164128	4.03303075026554	-6.43747636219779	1.89486649933633e-10	4.47820415215015e-10	12.4090036093416	Not Significant	PCDH7
SFN	0.690510993196137	5.301364159408	6.46271792644101	1.6150280509333e-10	3.83562755289094e-10	12.4076839175747	Not Significant	SFN
SLC46A3	-0.458414546798857	4.34373205196211	-6.44219291039966	1.83920071073786e-10	4.35008170632324e-10	12.3980725775845	Not Significant	SLC46A3
PLB1	0.562712973421313	0.849847527153386	6.3527218918189	3.22744185432619e-10	7.5253345121826e-10	12.3967802588028	Not Significant	PLB1
ANAPC13	-0.245987215830286	5.97836380987431	-6.46714005978107	1.5703536972622e-10	3.73248908796624e-10	12.3959528349961	Not Significant	ANAPC13
EEF1B2	0.306482283266035	7.44293936868587	6.46965483702406	1.54549013264881e-10	3.67514312287174e-10	12.3904409796446	Not Significant	EEF1B2
SLC7A11	0.730567927034247	2.53446611021414	6.39297103941978	2.50819143798194e-10	5.88126292531345e-10	12.3901263836248	Not Significant	SLC7A11
SYT13	-1.8396590673976	3.16650485861116	-6.40730478339136	2.29202522579694e-10	5.38874356809659e-10	12.387940542879	Downregulated	SYT13
ZNF542	-0.537375883186519	3.93435193805441	-6.43039786576688	1.98151493741834e-10	4.67928906095618e-10	12.3868655997994	Not Significant	ZNF542
MAT2A	-0.196626590671132	7.80729182236598	-6.46726839809285	1.56907539303067e-10	3.73004310792408e-10	12.380488805395	Not Significant	MAT2A
C12orf68	-0.553725893872988	-0.146852580820023	-6.32713334751419	3.78579066717162e-10	8.77663087291785e-10	12.3804380372964	Not Significant	C12orf68
MBOAT7	-0.359760655124958	6.66447081819017	-6.46653683764858	1.57637571288037e-10	3.74501830074293e-10	12.3714389342128	Not Significant	MBOAT7
PIAS3	-0.299461712133072	6.21253677103675	-6.46046987486877	1.63821333382701e-10	3.88945732350712e-10	12.3442256148862	Not Significant	PIAS3
LOC442454	0.357293003851645	2.88245203752619	6.39482884586059	2.47908767130243e-10	5.81393061366083e-10	12.3407092470255	Not Significant	LOC442454
CYP27B1	0.702786389629218	1.20724259568021	6.35185132889156	3.2450402749014e-10	7.56401149267237e-10	12.3398104495195	Not Significant	CYP27B1
ITFG3	-0.289993949935719	6.96228340306567	-6.45739493651842	1.67045491994849e-10	3.96411904025194e-10	12.3120561626586	Not Significant	ITFG3
IP6K1	-0.205949695789531	6.05037051317304	-6.45411043990587	1.70557967120983e-10	4.04554848478566e-10	12.3108241073652	Not Significant	IP6K1
NBPF1	-0.468652623335626	4.91692184920228	-6.4362887300903	1.9091410009558e-10	4.51122724365416e-10	12.2859546592565	Not Significant	NBPF1
ABCB8	-0.297140267956832	5.15803432372478	-6.43948675064103	1.87094070254215e-10	4.42305630942163e-10	12.2828551063729	Not Significant	ABCB8
SNRPF	0.336197892760743	5.41772328381028	6.44353431062798	1.82366362262368e-10	4.31537919996974e-10	12.2800612012971	Not Significant	SNRPF
TMTC1	-0.781192266488442	3.93776045290892	-6.41348928181176	2.20448731047986e-10	5.18700857977552e-10	12.2782892544864	Not Significant	TMTC1
SPARC	-0.521912864457779	11.1480941597762	-6.43497325664691	1.92507489285243e-10	4.54744253808749e-10	12.2772804594789	Not Significant	SPARC
RRN3	-0.249370645247336	6.4067069173926	-6.44957328564939	1.75529174412613e-10	4.15950784267507e-10	12.2711867057102	Not Significant	RRN3
TSC22D4	0.327318294406964	5.67179838718226	6.4438586444841	1.81992627221096e-10	4.30857901236656e-10	12.2648369283499	Not Significant	TSC22D4
SDR42E1	0.904647233455477	2.60018292894882	6.37652898394534	2.78076647340692e-10	6.50715006370879e-10	12.2638809368723	Not Significant	SDR42E1
NAF1	-0.328732223679472	3.44330019911363	-6.39667145993905	2.45054829284199e-10	5.74880192773764e-10	12.2605265662081	Not Significant	NAF1
G6PD	0.407977431804982	6.050003783197	6.44615549449505	1.79367293380278e-10	4.24844165219594e-10	12.2600706569687	Not Significant	G6PD
ZNF589	-0.258481456014524	3.85405254613978	-6.40745694804434	2.28983117391474e-10	5.38463928463092e-10	12.2589781695733	Not Significant	ZNF589
PRKDC	0.431491292377739	8.26734583450378	6.44467565745406	1.8105448893309e-10	4.28704720117317e-10	12.2520400577793	Not Significant	PRKDC
DPYSL2	0.396767936153534	6.32636081786752	6.44620269887182	1.79313728591914e-10	4.24784516593095e-10	12.2510707947378	Not Significant	DPYSL2
LYPLA2	0.305998400961584	6.08214440782923	6.44128584583931	1.84978033076667e-10	4.37441336871304e-10	12.2284621665727	Not Significant	LYPLA2
PDE4B	0.748954848608713	5.05835411592186	6.42914800701382	1.9972121330346e-10	4.71338284376047e-10	12.2214137189748	Not Significant	PDE4B
BCL2L2	-0.255320183139636	5.60686431789405	-6.43479245575978	1.92727501972656e-10	4.55192129087068e-10	12.2172371182765	Not Significant	BCL2L2
TCF4	-0.451201509286654	6.05418209269175	-6.43623641461839	1.90977220966876e-10	4.51200641864442e-10	12.2011515173559	Not Significant	TCF4
TATDN3	-0.259390618934556	4.05397762520372	-6.40305618296529	2.35412270985656e-10	5.5303962640752e-10	12.1984918938399	Not Significant	TATDN3
GMIP	0.301280328651925	4.50411024224392	6.41442311774954	2.19155686737373e-10	5.15901724347006e-10	12.1965900487927	Not Significant	GMIP
LAX1	0.906194304835438	0.474704686665727	6.31101150004968	4.18496000518191e-10	9.68702387837266e-10	12.187271656575	Not Significant	LAX1
ZKSCAN1	-0.511400111042019	6.06703317852672	-6.43019171744448	1.98409565171504e-10	4.68464420558747e-10	12.1646395516611	Not Significant	ZKSCAN1
DPM1	0.266284269713138	5.07804055614615	6.4194593570883	2.12309096226205e-10	5.00099188419517e-10	12.1612219018525	Not Significant	DPM1
DAB2IP	0.342200662379335	5.73623707296471	6.4235006266849	2.06966867925711e-10	4.87899371908036e-10	12.1349096040242	Not Significant	DAB2IP
ADARB1	0.298110953343411	4.73250000449509	6.40857713643917	2.27374236911499e-10	5.34827943400033e-10	12.1300169167739	Not Significant	ADARB1
LIF	0.690818322197494	2.43534922666508	6.34854169032066	3.31280515563837e-10	7.71716027462094e-10	12.1283713716931	Not Significant	LIF
SLC14A1	-0.766457550316285	0.319740405931463	-6.29390820463251	4.65339296957903e-10	1.07397583000292e-09	12.1268646670317	Not Significant	SLC14A1
CASP4	0.365279156724474	4.94689571651651	6.41176550253339	2.22855210506733e-10	5.24280719216326e-10	12.1262867972463	Not Significant	CASP4
COX6B1	0.334620804290033	7.27185322744982	6.42727243600006	2.0209962839591e-10	4.76650667854017e-10	12.1261648784862	Not Significant	COX6B1
C9orf129	-0.522978482025724	2.08016313752404	-6.33501392591784	3.60446474176958e-10	8.37572174973844e-10	12.1183558905412	Not Significant	C9orf129
HIVEP3	-0.352332360990953	4.37143140916748	-6.39644769393261	2.45399687898004e-10	5.75598985859492e-10	12.1090737221456	Not Significant	HIVEP3
ITGA8	-0.885667986248503	0.187138474870082	-6.28841850028317	4.81433617656572e-10	1.11009350723554e-09	12.1066564270247	Not Significant	ITGA8
NUDCD3	-0.197634613733248	6.92836978380951	-6.4231553241561	2.07418142925689e-10	4.88886196089573e-10	12.1002645503731	Not Significant	NUDCD3
ZFAT	0.253555526599067	3.92444828111963	6.38347703530167	2.66221877167042e-10	6.2355912919548e-10	12.0917749726636	Not Significant	ZFAT
COLQ	-0.480762629274354	1.11223646158898	-6.30577776283435	4.32317987917873e-10	9.99614294016191e-10	12.0826575342602	Not Significant	COLQ
WDR44	-0.298007201468917	4.36885707441058	-6.39065657466521	2.54491690308519e-10	5.96550842419358e-10	12.0749788471619	Not Significant	WDR44
LYSMD2	0.425057819594453	3.06921373053175	6.35538638798567	3.1741570683073e-10	7.40570675625182e-10	12.0674544710856	Not Significant	LYSMD2
DAP	0.266860376534398	7.60750297433302	6.4168983331381	2.15764149743537e-10	5.08157675721717e-10	12.0662075311537	Not Significant	DAP
PPP2R4	-0.266853144396804	7.86982949791819	-6.41539557910461	2.17817046394688e-10	5.12831167750401e-10	12.0611228826455	Not Significant	PPP2R4
TTC26	-0.331687212061782	2.93545419332529	-6.34488063951415	3.38937758093399e-10	7.89062284240768e-10	12.035143712004	Not Significant	TTC26
USP38	-0.289318194033375	5.50625547734033	-6.4013781318914	2.37909986003761e-10	5.58644298794836e-10	12.0170230598062	Not Significant	USP38
AGMAT	0.512485859454447	0.735451002075808	6.28568321773559	4.89654547408035e-10	1.12783311958388e-09	12.0057155105172	Not Significant	AGMAT
LOC151162	0.286241250656909	6.02092663937223	6.40419207120533	2.33736122686227e-10	5.49188155140464e-10	12.0021753585856	Not Significant	LOC151162
SRRD	0.226731855523655	3.76269284827768	6.3629755087453	3.02706007770556e-10	7.07353757736442e-10	11.995721344523	Not Significant	SRRD
GSDMD	-0.464086513262017	6.01953571508788	-6.40210703017815	2.36821880135196e-10	5.56176538519298e-10	11.9942206733478	Not Significant	GSDMD
DHX36	0.254911536847767	5.64061885490429	6.39864411418215	2.42035098662305e-10	5.67974180256934e-10	11.9878283664518	Not Significant	DHX36
ECHDC1	0.440106548552719	5.03802627263801	6.39091799262963	2.54074256868449e-10	5.95665633231529e-10	11.987725929215	Not Significant	ECHDC1
TMEM204	-0.445011639057145	3.71743673217498	-6.35946903207185	3.0941769701745e-10	7.22360734871341e-10	11.9838059074034	Not Significant	TMEM204
FNBP1	0.29896287695279	6.02747872379345	6.3994828084179	2.40762284990697e-10	5.65075916489849e-10	11.972918968655	Not Significant	FNBP1
MGST1	0.754555624798056	6.9538090194629	6.40090866611971	2.38613396437912e-10	5.60208110507644e-10	11.9641289876143	Not Significant	MGST1
RHOC	-0.331401584706652	8.22456388020191	-6.39732983712724	2.44042913523373e-10	5.72596063129695e-10	11.9576372324513	Not Significant	RHOC
LOC441208	-0.459762584651714	0.707359935201542	-6.27288623535635	5.29974741842709e-10	1.2186406454386e-09	11.9423088292591	Not Significant	LOC441208
KIAA1024	0.487806715009768	1.26215627931887	6.28776936585406	4.83372304725212e-10	1.11422043505656e-09	11.9396704334714	Not Significant	KIAA1024
ADAMTS18	-1.07330062470312	-0.428749687450806	-6.24725084932452	6.20743492495593e-10	1.4221135545969e-09	11.9383294693424	Downregulated	ADAMTS18
CSF2RB	0.589060886672295	3.5894452397289	6.34995295036162	3.28374202703667e-10	7.65303128599467e-10	11.9380829543524	Not Significant	CSF2RB
TNFSF13	-0.391410717580284	5.24642206563101	-6.38365132945864	2.65930943983997e-10	6.22975182126856e-10	11.9351537019626	Not Significant	TNFSF13
